,Q,A,label
20410,스탠 뮤지얼 / 세인트루이스 카디널스,per:employee_of,6
20411,정태옥 / 자유한국당,per:employee_of,6
20412,중국축구협회 / CFA,org:alternate_names,5
20413,교황 요한 10세 / 914년 3월,no_relation,0
20414,오세훈 / 박원순,no_relation,0
20415,로켓단 / 포켓몬스터,no_relation,0
20416,유아인 / 엄홍식,per:alternate_names,12
20417,마뉘엘 3세 / 콩고 왕국,per:origin,15
20418,ICX / 격투기,no_relation,0
20419,산드로 마촐라 / 이탈리아,per:origin,15
20420,스페인 / 마드리드,org:place_of_headquarters,7
20421,플랜태저넷 / 리처드 3세,org:top_members/employees,1
20422,바오로 6세 / 교황 프란치스코,no_relation,0
20423,무라야마 도미이치 / 일본사회당,no_relation,0
20424,프리메라리가 / 스페인,org:place_of_headquarters,7
20425,전남 드래곤즈 / 2007,no_relation,0
20426,조선인민공화국 / 여운형,org:top_members/employees,1
20427,정경두 / 국방부 장관,per:title,4
20428,보시라이 / 중국공산당,per:employee_of,6
20429,샤를로트 / 부르봉파르마의 펠릭스,no_relation,0
20430,펩 과르디올라 / 바르셀로나,no_relation,0
20431,바스크 / 빌바오,no_relation,0
20432,한양대 / 김우승,org:top_members/employees,1
20433,이해랑 / 1989년 4월 8일,per:date_of_death,24
20434,K3리그 / 대한민국,no_relation,0
20435,에두아르 마네 / 프랑스,no_relation,0
20436,장택상 / 이범석,per:colleagues,14
20437,티센크루프 / 엘리베이터,org:product,3
20438,디보크 오리기 / 리버풀,per:employee_of,6
20439,광산구 / 광주광역시,org:member_of,20
20440,하인리히 1세 / 오토 1세,per:children,10
20441,가톨릭대학교 / 경기도,no_relation,0
20442,율리우스 카이사르 / 아우구스투스,no_relation,0
20443,고려공산당 / 1921년,no_relation,0
20444,조선인민군 / 김정은,no_relation,0
20445,아와미 연맹 / 셰이크 하시나,org:top_members/employees,1
20446,뉴욕 양키스 / 1995,no_relation,0
20447,해롤드 맥밀런 / 보수당,no_relation,0
20448,이스라엘 / 2007,no_relation,0
20449,경남대학교 / 박재규,org:top_members/employees,1
20450,핀란드 공산당 / SKP,org:alternate_names,5
20451,정남준 / 공무원연금공단 이사장,per:title,4
20452,J1리그 / J2리그,org:members,2
20453,브라질 / 1938년 FIFA 월드컵,no_relation,0
20454,마이클 펠프스 / 자유형,no_relation,0
20455,민주당 / 민중당,no_relation,0
20456,박완주 / 더불어민주당,per:employee_of,6
20457,자니즈 / 주식회사 영 커뮤니케이션,no_relation,0
20458,아야세 하루카 / 타데마루 아야,per:alternate_names,12
20459,이수만 / SM엔터테인먼트,per:employee_of,6
20460,뉴욕 양키스 / 1998,no_relation,0
20461,블라디미르 보로닌 / 2001년 4월 7일,no_relation,0
20462,김정호 / 국회의원,per:title,4
20463,해남군 / 명현관,org:top_members/employees,1
20464,박원순 / 오세훈,no_relation,0
20465,전혜숙 / 더불어민주당,no_relation,0
20466,배정자 / 현영운,per:spouse,17
20467,버니 윌리엄스 / 뉴욕 양키스,per:employee_of,6
20468,연방보안국 / 국가보안위원회,org:alternate_names,5
20469,데이비드 로이드 존스턴 / 캐나다,per:employee_of,6
20470,UBS / 스위스,org:place_of_headquarters,7
20471,신세계사이먼 / 조창현,org:top_members/employees,1
20472,일본군 / 일본 제국,org:member_of,20
20473,김정은 / 조선인민군,per:employee_of,6
20474,흥선대원군 / 이하응,per:alternate_names,12
20475,최영호 / 동남갑 지역위원장,per:title,4
20476,콘스탄티누스 10세 / 이사키우스 1세,no_relation,0
20477,"채민서 / 2002년 영화 ""챔피언""",no_relation,0
20478,아우디 / 폭스바겐코리아,no_relation,0
20479,박민영 / 나무엑터스,per:employee_of,6
20480,장 발장 / 테나르디에,no_relation,0
20481,불카누스 / 헤파이스토스,no_relation,0
20482,선진교통 / 2000년,no_relation,0
20483,이스라엘 / 텔아비브 대학교,org:place_of_headquarters,7
20484,미래통합당 / 이종배,org:top_members/employees,1
20485,AC 밀란 / 알프레드 에드워즈,org:founded_by,28
20486,브라이언 윌슨 / 비치 보이스,per:employee_of,6
20487,국민참여당 / 2010년 1월 17일,org:founded,18
20488,다말스벤스칸 / 스웨덴,org:member_of,20
20489,권태홍 / 정의당,per:employee_of,6
20490,왕석기 / 1375년,per:date_of_death,24
20491,리처드 3세 / 헨리 7세,no_relation,0
20492,스즈키 간타로 / 쇼와 천황,no_relation,0
20493,필릭스 / 스트레이 키즈,no_relation,0
20494,과학기술정보방송통신위원회 / 노웅래,org:top_members/employees,1
20495,김정숙 / 문재인,per:spouse,17
20496,신옥주 / 은혜로교회,per:employee_of,6
20497,정재학 / 정종원,per:children,10
20498,이기붕 / 자유당,per:employee_of,6
20499,주낙영 / 경주시장,per:title,4
20500,이강돈 / 1961년 2월 27일,per:date_of_birth,25
20501,호러스 그랜트 언더우드 / 장로교,per:religion,29
20502,글렌 밀러 / 스윙 재즈,per:product,8
20503,넷플릭스 / Netflix,org:alternate_names,5
20504,데허이바르스 / 웨일스,no_relation,0
20505,라건아 / 울산 현대모비스 피버스,no_relation,0
20506,오제세 / 더불어민주당,per:employee_of,6
20507,교보증권 / 김해준,org:top_members/employees,1
20508,프랑수아 2세 드 브르타뉴 / 브르타뉴 공작,per:title,4
20509,천재노창 / 노창중,per:alternate_names,12
20510,경남 FC / 경상남도,org:place_of_headquarters,7
20511,아우구스투스 / 티베리우스,per:colleagues,14
20512,에르하르트 슈미트 / 다비트 힐베르트,per:colleagues,14
20513,간미연 / 메인보컬,no_relation,0
20514,HDC그룹 / 아시아나항공,org:members,2
20515,페트라르카 / Francesco Petrarca,per:alternate_names,12
20516,곡성군 / 유근기,org:top_members/employees,1
20517,포르투갈 축구 국가대표팀 / 잉글랜드,no_relation,0
20518,오마이걸 / WM엔터테인먼트,per:employee_of,6
20519,김응수 / 얼반웍스이엔티,per:employee_of,6
20520,하인츠 하르멜 / 나치 독일,per:employee_of,6
20521,군나르 노르달 / 스웨덴,per:origin,15
20522,레이건 / 공화당,per:employee_of,6
20523,이스라엘 / 2000,no_relation,0
20524,에너지경제연구원 / 조용성,org:top_members/employees,1
20525,오리온그룹 / 담철곤,org:top_members/employees,1
20526,마이애미 히트 / NBA,org:member_of,20
20527,백예린 / 부모님,no_relation,0
20528,샤론 스톤 / 1980년,no_relation,0
20529,아시모프 / 공상과학,no_relation,0
20530,광주광역시 / 이용섭,org:top_members/employees,1
20531,문재인 / 더불어민주당,no_relation,0
20532,공무원연금공단 / 정남준,org:top_members/employees,1
20533,제이미 로맥 / 1루수,per:title,4
20534,보안사령부 / 국방부,no_relation,0
20535,가마모토 / 세레소 오사카,per:employee_of,6
20536,빌리 오르반 / 독일 카이저슬라우테른,per:place_of_birth,26
20537,성완종 / 새누리당,no_relation,0
20538,헝가리 / 부다페스트,no_relation,0
20539,국민과 함께하는 새정치 추진위원회 / 안철수,org:founded_by,28
20540,이시언 / 이보연,per:alternate_names,12
20541,김정숙 / 김일성,per:colleagues,14
20542,FC 바이에른 뮌헨 / 분데스리가,org:member_of,20
20543,황민현 / 뉴이스트,per:employee_of,6
20544,아테나이 / 그리스,no_relation,0
20545,이광용 / 아나운서,per:title,4
20546,프로이센 / 폴란드,no_relation,0
20547,쌍방울 레이더스 / 1999년,no_relation,0
20548,전라북도체육회 / 전북체육회,org:alternate_names,5
20549,한상헌 / 아나운서,per:title,4
20550,쇼다 고조 / 1984년,no_relation,0
20551,장지현 / 축구 해설위원,per:title,4
20552,김민주 / 대한민국,per:origin,15
20553,샤를 7세 / 발루아 가문,per:employee_of,6
20554,박완수 / 자유한국당,per:employee_of,6
20555,스타일그랩 / 홍강식,org:top_members/employees,1
20556,모나 삭스 / 맥스 페인,no_relation,0
20557,천안 현대캐피탈 스카이워커스 / 2016,no_relation,0
20558,김강윤 / Trick,per:alternate_names,12
20559,정재희 / 1994년 4월 28일,per:date_of_birth,25
20560,민주당 / 김대중,org:founded_by,28
20561,연산군 / 폐비 윤씨,per:parents,21
20562,보나파르트 / 나폴레옹,per:alternate_names,12
20563,장경식 / 경상북도 포항시,no_relation,0
20564,러블리즈 / 러블리너스,no_relation,0
20565,이개호 / 김영록,no_relation,0
20566,퀸즐랜드 로어 FC / A리그,no_relation,0
20567,안철수 / 2남 1녀 중 장남,no_relation,0
20568,자유 소프트웨어 재단 / FSF,org:alternate_names,5
20569,국제 빙상 연맹 / ISU,org:alternate_names,5
20570,장병완 / 광주 동구,per:employee_of,6
20571,에티오피아 / 공화국,no_relation,0
20572,닌텐도 / 비디오 게임,org:product,3
20573,박찬희 / 경희대학교,per:schools_attended,23
20574,그레타 툰베리 / 스웨덴,per:origin,15
20575,엘리자베스 1세 / 메리 1세,per:other_family,13
20576,베트남 / 호찌민,org:top_members/employees,1
20577,후지에다 MYFC / 2009년,no_relation,0
20578,민주평화당 / 조배숙,org:top_members/employees,1
20579,시코르 / 신세계백화점,org:member_of,20
20580,송백경 / 1TYM,per:employee_of,6
20581,한국e스포츠협회 / KeSPA,org:members,2
20582,조원진 / 공동대표,per:title,4
20583,조지 허버트 워커 부시 / 바버라 부시,per:spouse,17
20584,베네수엘라 / 니콜라스 마두로,org:top_members/employees,1
20585,뉴발란스 / 윌리엄 라일리,org:founded_by,28
20586,윌리엄 하워드 태프트 / 공화당,per:employee_of,6
20587,아베베 / 마라톤,no_relation,0
20588,알렉산드로스 / 레온 6세,per:other_family,13
20589,경기남부지방경찰청 / 2016년,no_relation,0
20590,새정치국민회의 / 새천년민주당,no_relation,0
20591,한국연구재단 / 노정혜,org:top_members/employees,1
20592,순천대 / 고영진,org:top_members/employees,1
20593,한국시설안전공단 / 국토교통부,no_relation,0
20594,주영강 / 중화인민공화국,per:origin,15
20595,김건모 / 장지연,no_relation,0
20596,마샬 D. 티치 / 검은 수염,per:alternate_names,12
20597,김영삼 / 김현철,no_relation,0
20598,심상정 / 정의당,per:employee_of,6
20599,헝가리 / 부다페스트,no_relation,0
20600,어변당 / 경상남도 밀양시 무안면 연상리,no_relation,0
20601,닐스 보어 / 물리학자,no_relation,0
20602,네덜란드 / 1712년,no_relation,0
20603,유럽 좌파당 / 유럽 연합,org:member_of,20
20604,로리타 / 블라디미르 나보코프,no_relation,0
20605,정부령 / 정공저,no_relation,0
20606,구혜선 / HB엔터테인먼트,per:employee_of,6
20607,김세연 / 금정구,no_relation,0
20608,브뤼노 메추 / 카타르,per:employee_of,6
20609,테레사 메이 / 보수당,per:employee_of,6
20610,네덜란드 / 1816년 8월,no_relation,0
20611,민상호 / 1933년,per:date_of_death,24
20612,롯데그룹 / 신동빈,org:top_members/employees,1
20613,이효리 / 이상순,per:spouse,17
20614,레 순종 / 혼덕공(혼덕공),no_relation,0
20615,의자왕 / 660년,no_relation,0
20616,곤트의 존 / 랭커스터,no_relation,0
20617,우리 히어로즈 / 2008년,org:founded,18
20618,고이케 유리코 / 정치인,per:title,4
20619,라울 카스트로 / 피델 카스트로,per:siblings,16
20620,조지 마틴 / 프로듀서,per:title,4
20621,아담 샬 / 예수회,per:employee_of,6
20622,무리뉴 / 포르투갈,per:origin,15
20623,이종배 / 자유한국당,per:employee_of,6
20624,이필모 / 서수연,per:spouse,17
20625,해남군 / 명현관,org:top_members/employees,1
20626,박우량 / 신안군수,per:title,4
20627,정호용 / 전두환,no_relation,0
20628,대니얼 웹스터 / 휘그당,per:employee_of,6
20629,정광용 / 새누리당,per:employee_of,6
20630,조성민 / 2000,no_relation,0
20631,용인시 / 경기도,no_relation,0
20632,멜로망스 / 김민석,org:top_members/employees,1
20633,메탈리카 / 제이슨 뉴스테드,per:employee_of,6
20634,조용훈 / 현대 유니콘스,no_relation,0
20635,서동주 / 방송인,per:title,4
20636,한전KDN / 한국전력공사,no_relation,0
20637,베트남 / 호찌민,org:members,2
20638,프랭크 램파드 / 미드필더,per:title,4
20639,로베르 2세 / 카페 왕조,no_relation,0
20640,박진영 / JYP엔터테인먼트,per:employee_of,6
20641,노리모토 다카히로 / 도호쿠 라쿠텐 골든이글스,per:employee_of,6
20642,싱가포르 항공 카고 / 와우 얼라이언스,no_relation,0
20643,마드리드 / 스페인,org:place_of_headquarters,7
20644,트레이더스 / 이마트,no_relation,0
20645,국민안심병원 / 대동병원,org:members,2
20646,구스노키 마사시게 / 고다이고 천황,no_relation,0
20647,난양 이공대학 / 싱가포르,org:place_of_headquarters,7
20648,네덜란드 / 1581년,org:founded,18
20649,노스웨스트 항공 / 델타 항공,no_relation,0
20650,바르샤바 조약 / 동구권,no_relation,0
20651,배용준 / 키이스트,per:employee_of,6
20652,아이네시데모스 / 피론주의,per:product,8
20653,국민의당 / 안철수,no_relation,0
20654,조선인민당 / 여운형,org:top_members/employees,1
20655,손아섭 / 롯데 자이언츠,per:employee_of,6
20656,전남 드래곤즈 / 2007,no_relation,0
20657,화순군 / 전라남도,org:member_of,20
20658,FC 서울 / K리그 클래식,org:member_of,20
20659,루이 14세 / 마리 테레즈,per:spouse,17
20660,보사부 / 보건복지부,no_relation,0
20661,김재규 / 박정희,no_relation,0
20662,킬렌 막 일둘브 / 971년,per:date_of_death,24
20663,노정희 / 대법관,per:title,4
20664,부산대학교 / 부산광역시,org:place_of_headquarters,7
20665,유현상 / 백두산,per:employee_of,6
20666,전북지방경찰청 / 전라북도,org:place_of_headquarters,7
20667,진지왕 / 579년 8월 24일 (음력 7월 17일),per:date_of_death,24
20668,헨리 2세 / 마틸다,per:parents,21
20669,노수광 / 1990년 8월 6일,per:date_of_birth,25
20670,대림산업 / e편한세상,org:product,3
20671,하드리아누스 / 로마 제국,per:origin,15
20672,김교헌 / 1868년,per:date_of_birth,25
20673,마키하라 노리유키 / 싱어송라이터,per:title,4
20674,장호일 / 정기원,per:alternate_names,12
20675,여수시 / 권오봉,org:top_members/employees,1
20676,일강 김철 / 독립운동가,per:title,4
20677,사임당 / 이원수,no_relation,0
20678,산림청 / 농림축산식품부,no_relation,0
20679,김용임 / 트로트,no_relation,0
20680,강진군 / 전라남도,org:member_of,20
20681,방송통신위원회 / 대통령,no_relation,0
20682,엘리자베스 1세 / 앤 불린,per:parents,21
20683,경제협력개발기구 / OECD,org:alternate_names,5
20684,카롤 2세 / 미하이 1세,no_relation,0
20685,하인리히 1세 / 오토 1세,no_relation,0
20686,보수당 / 토리당,org:alternate_names,5
20687,시카고 베어스 / 1986,no_relation,0
20688,수원 FC / 수원시,org:place_of_headquarters,7
20689,서울 이랜드 / 정정용,org:top_members/employees,1
20690,현대산업개발 / 아이파크,no_relation,0
20691,미즈키 시게루 / 만화가,per:title,4
20692,로베르투스 1세 / 로베르 왕조,per:origin,15
20693,네이버 / 한성숙,org:top_members/employees,1
20694,송하예 / 더하기미디어,per:employee_of,6
20695,신민주공화당 / 김종필,org:top_members/employees,1
20696,경성대 / 송수건,org:top_members/employees,1
20697,카를리스 울마니스 / 라트비아,per:employee_of,6
